age,gender,ethnicity,hispanic,region,education
54,2,1,1,3,5
26,2,2,1,4,6
20,1,2,1,3,6
42,2,2,1,3,6
44,2,1,1,2,6
29,2,15,2,2,6
62,2,1,1,2,7
69,2,1,1,3,5
47,2,1,1,3,2
74,2,1,1,4,2
40,1,1,1,4,7
32,2,2,1,3,5
43,2,1,1,3,5
25,2,1,1,4,6
41,1,1,1,1,2
41,2,1,1,3,2
27,2,1,1,4,7
47,2,1,1,2,2
51,2,1,1,3,2
76,2,1,1,2,2
62,2,1,1,2,3
73,1,1,1,1,4
37,2,2,1,1,6
43,2,1,1,4,2
24,2,2,1,3,6
28,2,3,1,3,2
44,2,1,1,3,2
34,2,15,2,3,4
30,2,1,1,2,7
18,2,1,1,2,6
40,1,1,1,3,8
32,2,1,15,2,7
40,1,1,1,4,4
34,2,1,1,3,4
50,2,1,1,1,5
43,1,1,1,1,7
68,2,1,1,1,5
59,2,1,1,1,6
47,1,2,1,3,2
43,2,2,1,3,6
40,2,2,1,3,2
40,2,1,1,3,2
49,2,1,1,3,6
23,2,2,1,3,6
42,2,1,1,2,4
48,2,3,1,3,6
61,2,1,1,1,4
37,2,1,1,4,4
45,2,1,1,4,2
56,2,1,1,4,6
53,2,1,1,2,2
46,2,1,1,1,2
27,1,1,1,3,6
22,2,2,1,2,6
69,2,1,1,2,4
66,2,1,1,2,2
46,2,2,1,4,6
37,2,1,1,2,6
46,2,2,1,3,2
34,2,1,1,3,6
58,2,1,1,3,4
30,2,1,1,2,6
66,2,1,1,2,7
38,2,1,1,2,6
32,2,1,1,3,2
54,2,1,1,3,2
59,2,1,1,1,6
64,1,1,1,1,6
46,2,1,1,3,4
72,1,1,1,1,6
33,2,3,1,2,2
54,2,1,1,3,2
65,2,1,1,2,6
30,2,15,2,1,6
65,2,2,1,3,6
57,2,1,1,1,6
20,2,1,1,3,4
44,1,1,1,1,7
62,2,1,1,4,4
24,2,1,1,3,2
61,2,1,1,1,2
38,2,1,1,3,4
57,2,15,2,3,2
30,2,1,1,4,2
19,2,1,1,3,6
50,2,2,1,2,2
48,1,1,1,2,6
19,2,15,2,4,2
38,2,1,1,4,3
38,2,1,1,1,2
64,2,1,1,3,4
48,2,2,1,3,7
46,2,1,1,1,2
62,2,1,1,3,2
51,2,3,1,3,2
75,2,1,1,3,2
23,2,1,1,2,2
33,2,15,2,2,6
53,2,1,1,2,5
69,2,1,1,3,2
28,2,1,1,3,4
51,2,1,1,1,6
56,2,2,1,3,2
28,1,1,1,4,2
61,1,1,1,2,5
39,2,1,2,4,6
22,2,1,1,1,4
68,2,1,1,2,5
61,2,1,1,2,2
55,1,1,1,1,6
64,1,4,1,3,6
60,2,1,1,3,6
18,2,15,2,1,6
39,2,1,1,4,7
58,1,1,1,3,1
20,2,2,1,1,4
18,2,15,14,1,1
74,1,1,1,4,6
49,1,1,1,2,6
60,2,1,1,3,2
56,2,2,1,3,2
35,2,2,1,2,2
37,1,1,1,3,6
31,2,1,1,1,2
30,2,1,1,3,4
42,2,1,1,4,2
66,2,1,1,1,2
24,1,1,1,2,2
25,2,1,1,3,6
59,2,1,1,3,6
57,2,1,1,4,6
25,1,2,1,3,2
64,1,1,1,2,6
38,2,16,15,4,2
30,2,1,1,2,2
33,2,4,1,4,6
39,1,1,1,4,7
39,2,1,1,4,4
59,2,1,1,4,6
47,2,1,1,4,4
38,1,1,1,1,7
40,1,1,1,1,7
23,2,15,2,1,2
28,2,1,1,3,6
46,2,16,1,3,2
66,1,1,1,2,7
21,2,1,1,1,4
60,2,1,1,4,4
72,2,1,1,3,4
34,2,1,2,3,6
51,1,1,1,3,7
32,1,2,1,2,2
62,2,1,1,3,6
40,1,1,1,4,4
69,1,1,1,1,7
32,2,2,1,3,4
73,2,1,1,1,6
18,2,4,1,1,2
19,2,3,1,2,4
20,2,2,1,2,2
70,2,1,1,3,6
23,2,1,1,3,2
47,2,1,1,2,6
34,1,2,1,2,7
45,1,2,1,3,4
24,2,2,1,3,6
45,2,1,1,3,6
66,2,1,1,3,6
33,2,2,1,2,6
49,2,1,1,3,2
19,2,1,1,3,4
22,2,15,2,4,2
51,2,1,1,1,2
39,2,1,1,1,8
61,2,1,1,3,5
41,1,1,1,3,7
38,1,16,2,1,6
51,2,1,1,4,4
72,2,2,1,2,4
70,2,1,1,4,4
51,1,1,2,3,6
33,1,2,1,4,2
40,1,1,1,1,8
20,2,1,1,1,1
63,2,1,1,2,2
64,2,1,1,3,6
67,1,1,1,3,7
47,2,1,1,1,6
70,1,1,1,1,2
68,2,1,1,3,6
29,1,1,1,2,2
38,1,2,1,1,4
22,2,1,1,3,3
43,2,2,1,4,6
53,2,1,1,3,1
35,1,1,2,3,2
41,1,1,1,3,8
47,1,2,1,1,2
47,1,1,1,3,4
50,2,1,1,3,2
60,2,2,1,3,1
28,1,2,1,3,2
40,1,1,1,1,7
30,1,2,1,3,2
48,2,15,2,4,4
42,1,16,15,4,2
64,2,1,1,4,8
52,2,5,1,4,6
40,1,1,1,3,2
32,2,1,2,3,4
35,1,2,1,3,2
51,2,2,1,3,6
38,1,1,1,3,6
40,2,1,1,3,2
48,2,1,1,3,7
81,1,1,1,3,4
45,2,1,1,3,2
58,1,1,1,4,2
75,1,1,1,3,6
38,2,1,1,2,6
27,1,1,1,3,2
34,1,1,1,2,5
30,2,2,1,1,2
58,1,1,1,3,2
64,2,1,1,3,4
18,1,3,1,1,-3105
67,1,2,1,3,2
53,1,1,1,3,2
61,2,1,1,3,6
67,2,1,1,3,4
23,2,2,1,3,6
58,2,1,1,2,2
55,1,1,1,2,6
68,1,1,1,3,6
73,1,1,1,1,1
19,1,2,1,3,8
71,1,1,1,1,4
40,1,1,6,1,6
74,1,1,1,2,5
67,1,1,1,3,5
40,1,1,1,3,7
34,1,1,2,2,2
65,1,1,1,1,4
36,2,1,1,1,2
26,1,1,1,3,6
46,2,1,1,2,6
52,2,1,1,4,4
25,1,1,1,3,6
41,1,1,1,3,7
41,1,2,1,3,4
26,1,2,1,4,6
19,2,2,1,1,6
65,2,1,1,3,4
45,1,1,1,1,7
30,1,1,1,3,6
50,1,2,1,1,2
38,1,1,1,3,6
25,1,16,2,4,4
65,2,1,1,3,7
34,1,2,1,4,6
19,2,1,1,1,6
46,1,1,1,2,2
55,2,1,2,4,6
59,1,1,1,2,2
54,2,1,1,2,2
51,2,1,1,3,1
48,2,1,1,2,5
34,1,1,11,3,5
46,2,2,1,3,2
25,1,5,1,1,6
25,1,2,1,3,6
57,2,1,1,2,5
33,1,2,1,4,5
56,2,1,1,3,2
72,2,1,1,4,4
72,1,2,1,3,5
65,2,1,1,1,2
45,1,1,1,3,6
67,2,1,1,3,4
18,2,1,1,2,2
65,1,1,1,3,3
47,2,2,1,3,2
64,2,1,1,2,4
33,2,1,1,4,2
41,2,1,1,2,2
34,2,15,1,4,2
63,1,2,1,3,2
49,1,2,1,3,6
50,2,1,1,1,2
39,2,2,1,3,2
38,2,2,1,3,5
30,2,2,1,3,6
53,1,1,1,3,1
53,2,1,1,3,4
70,1,1,1,1,4
26,1,1,1,3,2
43,1,1,1,3,7
53,1,1,1,1,4
44,1,2,1,2,4
42,1,2,1,4,4
73,2,1,1,3,2
45,2,1,14,3,6
41,1,1,1,1,7
57,2,1,1,3,6
50,1,2,1,3,6
31,1,2,2,1,6
20,2,1,3,3,7
33,2,1,1,2,2
37,2,1,1,3,2
22,1,10,11,3,6
57,2,1,1,1,2
53,2,1,1,3,1
22,1,1,1,4,2
71,1,1,1,3,4
75,2,1,1,3,2
53,2,1,1,1,6
35,1,1,1,4,4
54,2,1,2,1,2
32,1,2,1,2,2
18,1,10,1,1,4
60,2,1,1,3,3
46,2,1,9,3,5
32,1,1,1,4,6
63,2,1,1,1,6
70,1,1,1,1,2
40,1,1,1,3,2
69,1,1,1,3,2
24,2,1,1,2,4
71,1,1,1,1,2
20,2,1,2,4,5
19,2,1,1,2,4
61,1,1,1,2,5
47,1,1,1,2,7
72,1,1,1,1,3
22,2,2,1,3,2
19,2,1,2,4,2
25,1,2,1,3,6
66,2,1,1,2,6
69,1,1,1,4,4
44,1,1,1,1,5
41,2,1,1,4,1
70,1,3,1,4,4
21,2,10,1,4,2
50,1,2,1,3,2
67,1,1,1,1,4
53,1,1,1,2,4
58,1,1,1,2,4
36,1,1,1,3,1
73,1,1,1,1,7
19,1,1,1,2,2
69,1,1,1,4,1
54,2,1,1,2,6
71,1,1,1,1,2
32,2,1,1,3,2
66,2,7,1,4,7
65,2,16,1,3,6
22,2,1,1,3,2
40,1,1,1,3,4
66,2,1,1,2,4
49,2,1,1,3,2
60,2,1,1,4,7
34,2,1,1,1,2
38,2,1,1,1,6
38,1,1,1,3,7
57,2,1,1,3,2
70,2,1,12,4,5
41,2,1,1,2,2
29,2,1,1,4,2
68,2,2,1,3,4
30,2,1,1,4,6
55,2,1,1,2,2
41,2,2,1,4,6
65,2,15,3,3,4
53,2,1,1,4,5
30,2,2,1,4,2
37,1,3,1,1,2
74,2,5,1,3,2
35,2,1,1,3,2
34,1,1,1,3,1
36,2,1,1,2,6
66,2,15,1,1,6
43,2,1,1,4,2
57,2,1,1,1,4
21,1,1,1,4,4
67,2,1,1,4,5
71,2,1,2,4,4
39,1,1,1,1,7
26,1,15,16,1,1
49,2,1,1,1,1
30,2,15,2,3,2
48,2,15,1,3,6
56,2,1,1,3,2
33,2,1,1,2,7
24,2,1,1,4,4
31,2,1,1,3,2
37,1,1,2,3,2
52,2,1,1,4,4
44,2,1,12,3,6
62,1,1,1,3,6
34,2,15,15,4,2
25,2,1,1,3,6
48,2,1,1,1,6
62,2,1,1,3,6
42,2,1,1,3,2
38,2,1,1,2,2
72,2,5,1,4,7
70,2,1,1,3,4
46,1,2,1,3,6
59,2,1,1,3,6
46,2,15,2,4,2
41,2,1,1,3,6
35,2,1,1,3,4
36,2,1,1,3,6
43,1,15,1,4,6
63,2,2,1,1,6
58,2,15,1,1,6
32,2,1,1,4,2
36,2,15,2,4,6
20,2,1,1,3,2
86,1,1,1,4,7
31,2,1,1,3,2
75,2,1,14,2,2
63,1,1,1,3,2
26,2,1,1,2,6
58,2,1,1,2,4
31,2,1,1,2,6
49,2,1,1,3,6
36,2,15,2,3,1
40,1,2,1,1,2
41,1,1,1,3,2
21,1,1,1,1,2
39,2,2,1,2,4
58,2,2,1,1,6
49,2,2,1,1,6
18,1,2,1,1,5
40,1,1,1,3,6
38,1,1,1,4,6
29,2,15,2,3,2
37,2,1,1,3,6
18,2,1,1,1,6
46,1,2,2,1,4
35,1,1,1,3,2
39,2,2,1,3,6
52,1,1,1,2,1
35,2,4,1,1,6
48,1,2,1,3,2
44,1,2,1,3,7
69,1,1,1,3,4
56,2,2,1,3,6
18,2,1,1,4,1
36,2,15,2,3,2
67,2,1,1,3,5
54,2,1,1,3,2
46,2,1,1,1,2
67,1,1,1,4,3
55,1,1,1,4,2
47,2,1,1,2,7
23,1,1,1,3,8
33,1,1,2,3,6
85,2,1,1,3,2
70,1,2,1,2,6
39,2,1,1,2,4
57,2,1,1,2,2
52,1,1,1,3,4
24,1,2,1,2,6
73,1,1,1,1,2
68,2,15,1,3,6
51,2,1,1,3,4
35,1,1,1,3,2
37,1,15,2,2,2
35,2,1,1,2,2
39,1,1,1,3,6
36,1,15,2,3,4
31,1,1,1,3,2
33,1,1,1,3,2
67,2,1,14,4,8
45,2,2,1,2,2
36,1,1,1,3,7
39,1,1,1,1,1
52,2,1,1,3,4
32,1,1,1,4,6
26,2,1,1,3,2
28,1,1,1,3,2
66,2,15,2,4,2
61,2,1,1,2,2
70,2,1,14,1,4
60,2,1,1,2,2
58,2,1,1,1,7
58,2,1,1,3,7
25,1,1,1,3,2
21,2,15,2,4,6
36,2,1,1,3,6
27,2,4,1,1,6
50,1,1,1,3,7
30,2,2,1,3,2
66,2,1,16,4,5
57,2,3,14,4,7
55,2,15,2,4,2
33,2,2,1,3,5
62,2,1,1,4,5
72,1,1,1,3,6
21,2,15,1,2,6
40,1,2,1,3,2
28,2,15,2,4,1
37,2,1,1,3,6
26,2,2,1,3,2
19,2,14,14,4,2
23,2,1,1,3,2
26,2,1,1,3,6
43,2,1,1,2,1
54,2,15,1,1,8
40,2,1,1,4,7
35,1,15,2,2,2
56,1,1,1,3,6
40,1,3,1,4,2
68,1,1,1,2,7
43,2,1,12,1,5
44,2,1,1,2,4
48,1,1,1,3,6
46,2,11,1,3,1
50,2,1,1,3,4
49,2,1,1,3,6
59,2,2,1,3,2
35,2,1,1,3,3
39,2,1,2,2,6
54,2,1,1,3,2
55,2,2,1,3,6
40,2,1,1,1,4
64,2,1,1,1,7
45,2,1,1,3,5
41,2,1,1,2,2
72,2,1,1,3,2
30,2,1,1,3,4
59,1,1,1,4,6
33,2,15,2,3,7
57,2,2,1,1,2
64,2,1,1,1,5
57,2,2,14,1,6
62,2,1,1,2,4
23,1,1,1,1,2
27,1,1,1,3,7
53,1,2,1,1,4
38,2,4,1,1,6
32,1,2,1,1,2
50,1,1,1,3,6
53,1,15,1,2,4
20,1,1,1,2,2
40,1,1,1,3,5
30,1,1,1,2,4
21,1,2,1,3,2
48,2,1,1,1,6
49,1,1,1,3,7
36,1,1,1,1,6
36,1,1,1,4,6
36,1,1,1,1,7
19,2,15,14,3,2
26,1,1,1,2,2
58,2,1,1,4,4
90,2,1,1,3,8
63,2,15,1,3,8
42,1,15,1,3,6
60,2,1,1,2,7
62,2,1,1,3,4
70,1,1,1,4,6
73,2,1,1,4,4
67,2,1,1,2,6
75,1,15,14,3,7
60,1,1,1,4,6
39,1,1,1,1,6
63,2,1,1,4,5
39,2,1,1,2,4
19,1,2,1,2,4
57,2,7,1,4,6
41,2,1,1,4,4
26,2,1,1,4,2
36,1,1,1,2,6
73,2,1,1,2,4
58,1,1,1,1,8
42,1,1,1,2,2
44,1,1,2,3,2
69,1,2,1,2,6
56,2,1,1,2,7
65,1,1,1,3,5
33,1,3,1,2,6
75,1,1,1,4,4
44,1,1,1,2,4
55,2,1,1,1,4
70,2,1,1,1,5
35,1,1,1,2,4
71,1,1,1,3,4
20,1,1,1,1,6
54,2,5,1,2,7
44,1,2,1,3,6
57,2,1,1,1,2
44,2,1,1,2,2
34,2,1,1,3,6
27,2,1,1,1,1
44,2,1,1,3,2
66,2,1,1,3,2
72,1,1,1,1,2
36,2,1,1,3,6
50,2,1,3,3,7
35,2,4,1,3,7
55,2,1,1,3,4
55,1,1,1,3,4
27,1,2,1,3,2
26,2,15,1,3,3
27,2,5,1,1,7
32,2,3,14,1,2
30,1,15,2,2,7
32,1,15,2,3,4
67,1,1,1,3,4
58,1,1,1,3,7
23,1,2,1,3,2
39,1,2,1,2,2
63,1,1,1,2,2
46,1,1,1,1,7
57,1,1,1,3,6
29,1,2,1,3,2
64,1,1,1,3,5
63,1,1,1,3,6
41,1,1,1,2,2
44,2,1,1,2,6
68,1,1,1,1,2
60,2,1,1,3,2
44,1,1,1,1,7
29,1,2,1,4,6
66,2,1,1,4,6
23,2,1,12,4,6
35,1,1,1,3,4
42,2,1,2,2,2
23,1,2,1,3,2
31,1,2,1,3,2
43,1,2,1,3,2
30,1,15,2,3,7
62,1,1,1,3,2
26,2,1,1,3,2
52,1,1,1,1,2
53,2,1,1,3,2
65,2,1,1,3,3
49,2,1,1,3,2
58,1,2,1,4,5
30,2,1,1,4,3
26,1,2,1,3,2
47,2,1,1,1,2
45,1,1,1,2,2
56,2,1,1,2,2
70,2,1,1,4,2
45,1,1,1,1,2
63,2,1,1,1,6
26,2,15,2,4,7
32,1,1,1,1,6
77,2,1,1,3,4
61,2,1,1,1,2
68,1,1,1,4,7
49,1,2,1,3,4
54,1,1,1,4,5
30,2,1,1,3,5
70,2,1,1,3,2
54,2,1,1,4,5
82,2,1,1,3,3
59,2,1,1,3,4
26,1,2,1,3,2
33,2,1,1,4,2
66,2,1,1,2,4
55,2,1,1,3,2
58,1,2,1,2,6
68,2,1,1,2,4
50,1,1,1,3,5
61,2,1,1,1,4
43,1,1,2,3,6
19,2,2,1,4,5
53,1,1,1,2,6
69,1,1,1,2,5
68,2,1,1,3,7
49,1,4,1,1,6
29,1,2,1,3,4
68,1,2,1,3,4
51,2,1,1,3,5
35,2,1,1,1,5
58,1,1,1,3,2
76,2,1,1,3,5
71,2,1,1,3,5
57,2,1,1,4,2
21,2,1,1,1,7
71,2,1,1,3,5
26,2,1,1,3,4
35,2,1,1,4,4
24,1,1,1,3,2
63,2,1,1,3,4
38,2,5,1,4,6
21,1,15,2,2,6
21,2,2,1,3,6
72,2,1,1,3,2
67,1,1,1,4,5
27,1,1,1,3,6
74,1,1,1,1,2
19,2,1,5,1,4
67,2,1,1,2,6
52,2,1,1,3,7
44,2,2,1,3,5
38,1,15,2,3,6
40,2,1,12,1,6
43,2,15,2,4,2
60,2,1,1,2,4
20,2,2,1,3,6
35,2,1,1,1,5
30,2,2,1,3,4
42,2,1,1,2,4
31,1,1,5,3,6
27,1,1,1,3,5
84,2,1,1,1,3
50,2,1,1,3,2
33,2,1,1,4,5
65,2,1,1,2,4
48,1,1,1,4,6
74,2,1,1,3,2
59,2,1,1,3,7
62,2,1,1,4,5
27,2,1,1,4,2
47,2,1,1,1,2
43,2,1,1,3,4
33,1,1,1,4,6
27,2,2,1,4,2
54,2,1,1,2,4
65,2,1,1,3,4
37,2,2,1,3,1
37,2,1,1,4,4
58,1,15,1,4,8
28,1,2,1,3,5
28,2,1,1,1,2
39,2,7,1,4,8
69,1,1,1,4,4
55,2,1,1,3,2
73,1,1,1,1,5
30,2,1,1,3,2
41,1,1,1,3,7
69,1,1,1,3,3
71,2,1,1,4,4
63,1,1,1,3,5
29,2,1,1,3,7
66,2,1,1,2,4
66,2,1,1,3,6
35,2,1,1,2,2
71,1,1,1,2,6
67,1,1,1,4,4
71,1,1,1,3,4
34,1,1,1,3,2
33,1,1,1,4,1
25,2,1,1,3,6
32,1,1,1,2,3
57,1,1,1,2,2
61,2,1,1,2,4
23,2,2,1,4,5
65,1,1,1,1,3
47,2,1,1,2,6
19,2,15,1,4,2
65,1,2,1,1,5
68,2,1,1,3,7
71,1,1,1,2,6
45,2,5,1,1,7
39,1,1,1,4,7
47,1,2,1,3,2
35,2,1,12,1,4
21,1,2,1,1,4
54,1,1,1,3,4
54,1,1,1,3,2
33,1,1,1,1,2
74,1,1,1,3,5
58,2,2,1,4,6
62,2,1,1,3,4
54,1,1,1,2,6
30,1,1,1,3,7
81,1,1,1,3,4
39,1,1,1,1,4
72,1,1,1,3,6
23,2,6,1,4,6
72,1,1,1,1,7
59,1,1,1,2,4
32,1,1,1,3,7
63,2,2,1,1,2
19,2,4,1,1,4
65,2,15,16,1,7
36,2,1,1,3,7
32,2,1,16,1,1
62,2,1,1,3,2
59,2,1,1,3,5
24,2,1,1,2,5
57,2,1,1,3,5
54,2,1,1,2,2
32,2,1,1,4,6
39,2,1,1,4,6
19,2,1,12,1,4
43,2,15,1,3,2
19,2,5,1,3,2
50,2,2,1,3,3
27,2,15,7,1,2
55,2,2,1,1,6
67,2,1,1,3,5
51,1,2,1,3,4
66,2,1,1,1,4
49,2,15,1,4,5
20,2,1,1,4,2
44,2,15,7,4,4
24,2,1,12,4,2
19,2,1,1,4,4
19,2,1,1,4,2
19,2,10,1,4,8
41,2,8,1,4,6
22,2,14,14,1,2
62,2,3,1,4,5
64,2,1,1,2,4
59,2,2,1,1,4
59,2,15,1,1,6
46,2,12,1,4,5
19,2,1,1,1,4
23,2,1,1,1,2
39,1,1,2,3,4
71,2,1,1,4,6
73,2,1,1,1,5
67,2,1,1,4,5
71,2,1,1,4,6
72,2,1,1,4,2
45,2,2,1,3,6
42,1,1,1,3,7
40,1,1,1,3,7
44,1,1,1,1,7
56,2,15,1,4,1
67,2,1,1,1,2
45,2,2,1,1,6
41,2,6,1,4,2
49,2,15,2,4,8
22,2,15,1,1,8
62,1,1,1,3,6
24,2,1,1,1,6
41,1,1,1,1,7
18,2,1,2,4,2
35,2,6,1,1,7
20,2,15,16,4,7
57,1,15,1,3,8
29,2,2,1,3,2
45,1,1,1,3,7
30,2,2,1,3,2
75,2,1,1,3,2
41,2,1,1,4,4
74,2,1,1,2,3
39,2,1,1,1,6
31,2,4,1,1,7
29,2,1,1,1,6
33,2,1,1,3,6
27,2,15,2,4,2
36,2,1,1,3,6
33,2,15,2,3,6
28,2,15,2,1,2
30,2,1,1,3,6
71,1,1,1,1,7
36,2,1,1,4,4
41,1,1,1,1,6
26,2,1,1,2,3
35,2,1,1,4,2
60,2,1,1,1,4
42,2,15,2,4,7
25,2,1,1,4,7
18,2,2,1,1,2
34,2,4,15,4,6
57,2,15,1,1,2
58,2,1,1,3,6
44,2,1,1,3,6
42,1,1,1,3,7
43,1,1,1,1,7
47,2,1,1,3,2
46,2,1,1,3,3
32,1,1,1,4,6
62,2,1,1,4,2
35,1,1,1,3,6
55,2,2,1,3,5
50,2,1,1,1,6
37,1,1,1,1,4
42,2,1,1,1,6
65,2,1,1,3,2
19,2,1,1,3,4
19,1,1,14,4,1
46,2,1,1,3,3
40,2,1,1,1,4
69,2,1,1,4,7
45,2,1,1,3,2
66,2,15,2,3,6
51,1,2,1,2,4
32,2,2,1,3,6
56,1,2,14,3,3
49,2,1,1,2,7
72,2,1,1,2,7
34,2,15,1,3,7
42,2,1,1,2,4
30,2,1,1,1,6
74,2,2,1,3,2
39,1,1,1,4,6
27,2,1,1,3,5
22,1,15,1,2,2
20,2,2,1,3,2
26,1,1,1,4,2
34,2,2,1,1,4
39,1,2,1,3,6
40,2,1,2,4,2
20,2,1,3,2,4
42,2,1,2,3,2
34,2,1,1,2,4
48,2,1,1,2,4
40,2,1,1,1,8
52,2,2,1,3,2
66,2,1,1,2,2
75,2,1,1,4,4
39,2,2,1,3,5
42,2,1,1,3,4
23,2,15,2,4,4
75,2,1,1,3,2
